,x5,magnit
247,Фискальный регистратор РИТЕЙЛ -01Ф ТС5,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
248,Фискальный регистратор РИТЕЙЛ -01Ф ТС5,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
249,Фискальный регистратор РИТЕЙЛ -01Ф ТС5,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
250,Фискальный регистратор РИТЕЙЛ -01Ф ТС5,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
251,Фискальный регистратор РИТЕЙЛ -01Ф ТС5,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
252,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
253,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
254,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
255,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
256,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
257,Маршрутизатор Cisco ISR4431-V/K9 ТС5,Cisco ISR4431-SEC/K9
258,Маршрутизатор Cisco ISR4431-V/K9 ТС5,Cisco ISR4431-SEC/K9
259,Сервер Dell PowerEdge R640 Intel 5120,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
260,Сервер Dell PowerEdge R640 Intel 5120,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
261,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
262,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
263,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
264,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
265,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
266,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
267,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
268,Маршрутизатор Cisco ISR4431-V/K9 ТС5,Cisco ISR4431-SEC/K9
269,Маршрутизатор Cisco ISR4431-V/K9 ТС5,Cisco ISR4431-SEC/K9
270,Принтер kyocera P2335dn ТС5,Принтер Kyocera P2335dn
271,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
272,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
273,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
274,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
275,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
276,Коммутатор Cisco WS-C3850R-24T-E ТС5,WS-C3850R-48T-S
277,Коммутатор Cisco WS-C3850R-24T-E ТС5,WS-C3850R-48T-S
278,Коммутатор Cisco WS-C3850R-24T-E (2020),WS-C3850R-48T-S
279,Коммутатор Cisco WS-C3850R-24T-E (2020),WS-C3850R-48T-S
280,ТС5_Монитор LG 24BK550Y-B,Монитор LG 24BK550Y
281,ТС5_Монитор LG 24BK550Y-B,Монитор LG 24BK550Y
282,Коммутатор Cisco WS-C3850R-48T-E (2020),WS-C3850R-48T-S
283,Коммутатор Cisco WS-C3850R-48T-E (2020),WS-C3850R-48T-S
284,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
285,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
286,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
287,Принтер kyocera P2335dn ТС5,Принтер Kyocera P2335dn
288,Маршрутизатор Cisco ISR4351-V/K9,Cisco ISR4431-SEC/K9
289,Маршрутизатор Cisco ISR4351-V/K9,Cisco ISR4431-SEC/K9
290,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
291,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
292,Терминал сбора данных Urovo U2 new ИМ,Терминал сбора данных UROVO U2
293,Терминал сбора данных Urovo U2 new ИМ,Терминал сбора данных UROVO U2
294,Терминал сбора данных Urovo U2 new ИМ,Терминал сбора данных UROVO U2
295,Терминал сбора данных Urovo U2 new ИМ,Терминал сбора данных Urovo DT50
296,Терминал сбора данных Urovo U2 new ИМ,Терминал сбора данных UROVO U2
297,Терминал сбора данных Urovo U2 new ИМ,Терминал сбора данных Urovo DT50
298,Терминал сбора данных Urovo U2 new ИМ,Терминал сбора данных Urovo DT50
299,Терминал сбора данных Urovo U2 new ИМ,Терминал сбора данных UROVO U2
300,Терминал сбора данных Urovo U2 new ИМ,Терминал сбора данных Urovo DT50
301,Маршрут Cisco ISR4431-V/K9 ТС5,Cisco ISR4431-SEC/K9
302,Маршрут Cisco ISR4431-V/K9 ТС5,Cisco ISR4431-SEC/K9
303,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
304,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
305,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
306,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
307,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
308,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
309,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
310,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
311,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
312,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
313,Аккумуляторная батарея HBLDT50,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
314,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
315,Коммутатор Cisco WS-C2960R+48PST-S(ЕР20),WS-C2960R+24PC-L
316,Коммутатор Cisco WS-C2960R+48PST-S(ЕР20),WS-C2960R+24PC-L
317,Коммутатор Cisco WS-C2960R+48PST-S(ЕР20),WS-C2960R+24PC-L
318,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
319,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
320,Маршрутизатор Cisco ISR4431-V/K9 (2020),Cisco ISR4431-SEC/K9
321,Маршрутизатор Cisco ISR4431-V/K9 (2020),Cisco ISR4431-SEC/K9
322,Принтер HP LaserJet Enterprise M806x ТС5,HP LaserJet Enterprise M725dn
323,Принтер HP LaserJet Enterprise M806x ТС5,HP LaserJet Enterprise M725dn
324,ФТС5 Коммутатор Cisco WS-C2960RX-24PS-L,WS-C2960R+24PC-L
325,ФТС5 Коммутатор Cisco WS-C2960RX-24PS-L,WS-C2960R+24PC-L
326,ФТС5 Коммутатор Cisco WS-C2960RX-24PS-L,WS-C2960R+24PC-L
327,Коммутатор WS-C2960RX-24PS-L ТС5,WS-C2960R+24PC-L
328,Коммутатор WS-C2960RX-24PS-L ТС5,WS-C2960R+24PC-L
329,Коммутатор WS-C2960RX-24PS-L ТС5,WS-C2960R+24PC-L
330,Фискальный Регистратор,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
331,Фискальный Регистратор,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
332,Фискальный Регистратор,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
333,Фискальный Регистратор,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
334,Фискальный Регистратор,Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
335,Коммутатор Cisco WS-C3850R-24T-E ТС5,WS-C3850R-48T-S
336,Коммутатор Cisco WS-C3850R-24T-E ТС5,WS-C3850R-48T-S
337,Коммутатор Cisco WS-C3850R-24T-E ТС5,WS-C3850R-48T-S
338,Коммутатор Cisco WS-C3850R-24T-E ТС5,WS-C3850R-48T-S
339,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
340,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
341,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
342,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
343,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
344,Коммутатор WS-C2960RX-24PS-L ТС5,WS-C2960R+24PC-L
345,Коммутатор WS-C2960RX-24PS-L ТС5,WS-C2960R+24PC-L
346,Коммутатор WS-C2960RX-24PS-L ТС5,WS-C2960R+24PC-L
347,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
348,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
349,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
350,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
351,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
352,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
353,Сервер DELL PowerEdge R640,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
354,Сервер DELL PowerEdge R640,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
355,Сервер DELL PowerEdge R640,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
356,Сервер DELL PowerEdge R640,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
357,Сервер DELL PowerEdge R640,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
358,Сервер DELL PowerEdge R640,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
359,Сервер DELL PowerEdge R640,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
360,Сервер DELL PowerEdge R640,Сервер Dell PowerEdge R640 Server для управления двором (QMS) РЦ с ТП 5 лет
361,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
362,Принтер Kyocera P3045DN ТС5,Принтер Kyocera P2335dn
363,Коммутатор Cisco WS-C3850R-48T-E ТС5,WS-C3850R-48T-S
364,Коммутатор Cisco WS-C3850R-48T-E ТС5,WS-C3850R-48T-S
365,Коммутатор Cisco WS-C3850R-48T-E ТС5,WS-C3850R-48T-S
366,Коммутатор Cisco WS-C3850R-48T-E ТС5,WS-C3850R-48T-S
367,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
368,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
369,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
370,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
